taxa,min_abRel,mean_abRel,max_abRel,sd,var,prevalencia,perc_prev,Abundance_rank,prevalence_rank
Corynebacterium_glutamicum,0,1.5227842809364548e-5,0.03597,8.383437025309162e-4,7.028122759287183e-7,3,0.06272214091574327,708,735.5
Corynebacterium_jeikeium,0,1.1078595317725752e-6,0.0053,1.083325885472819e-4,1.1735849999447351e-8,1,0.02090738030524775,877,899.5
Corynebacterium_kroppenstedtii,0,4.849498327759197e-7,0.00232,4.7421057628244155e-5,2.248737594767726e-9,1,0.02090738030524775,918,899.5
Corynebacterium_matruchotii,0,7.873467112597547e-8,3.7666666666666664e-4,7.69910849424079e-6,5.927576782680401e-11,1,0.02090738030524775,971,899.5
Corynebacterium_oculi,0,8.277591973244147e-8,3.96e-4,8.094283974476157e-6,6.55168762375698e-11,1,0.02090738030524775,969,899.5
Corynebacterium_sp_HMSC08A12,0,2.8365384615384617e-6,0.01357,2.7737230690313497e-4,7.693474277547998e-8,1,0.02090738030524775,819,899.5
Corynebacterium_variabile,0,3.490175585284281e-5,0.06782,0.0015647742529211134,2.448486781927126e-6,9,0.18816642274722975,655,606
Lawsonella_clevelandensis,0,1.6385921822742474e-4,0.20933,0.0053689574148209985,2.8825245870898344e-5,26,0.5435918879364416,547,486
Gordonia_terrae,0,1.358695652173913e-6,0.0065,1.3286072180327026e-4,1.7651821376883254e-8,1,0.02090738030524775,870,899.5
Mycobacterium_avium,0,2.1785117056856184e-5,0.10422,0.0021302683732825887,4.538004774123788e-6,1,0.02090738030524775,691,899.5
Mycolicibacterium_obuense,0,1.8938127090301004e-6,0.00906,1.851874060827121e-4,3.429408390938543e-8,1,0.02090738030524775,850,899.5
Rhodococcus_erythropolis,0,1.7741429765886287e-6,0.001735,5.1195105736686646e-5,2.6208939968103656e-9,12,0.2508885636629731,856,576
Rhodococcus_gordoniae,0,1.0660535117056857e-7,5.1e-4,1.0424456633795052e-5,1.0866837254739254e-10,1,0.02090738030524775,964.5,899.5
Rhodococcus_hoagii,0,3.206521739130435e-6,0.01534,3.1355130345571777e-4,9.831358434068896e-8,1,0.02090738030524775,810,899.5
Rhodococcus_pyridinivorans,0,1.6122491638795988e-5,0.07713,0.0015765457650286515,2.4854754254032494e-6,1,0.02090738030524775,705,899.5
Rhodococcus_qingshengii,0,6.915760869565218e-6,0.012167500000000001,2.7435936214686995e-4,7.527199101018133e-8,19,0.3972402257997073,756,525
Brevibacterium_aurantiacum,0,2.391304347826087e-6,0.01144,2.3383487037375566e-4,5.467828189703357e-8,1,0.02090738030524775,827,899.5
Brevibacterium_iodinum,0,1.7579431438127093e-6,0.00841,1.7190133390238506e-4,2.9549817456244657e-8,1,0.02090738030524775,858,899.5
Brevibacterium_linens,0,5.420150501672241e-6,0.01913,3.9754457678713135e-4,1.58040138205281e-7,3,0.06272214091574327,778,735.5
Brevibacterium_paucivorans,0,4.243311036789298e-7,0.00203,4.1493425424713636e-5,1.7216897209940404e-9,1,0.02090738030524775,931,899.5
Brachybacterium_alimentarium,0,4.786789297658863e-7,0.0012,2.9148682333755042e-5,8.496368740863389e-10,2,0.0418147606104955,919,787
Kytococcus_aerolatus,0,1.0785953177257524e-6,0.00516,1.0547097300074992e-4,1.1124031603605744e-8,1,0.02090738030524775,881,899.5
Clavibacter_michiganensis,0,1.9356187290969897e-6,0.00926,1.8927542829204347e-4,3.5824883282755834e-8,1,0.02090738030524775,846,899.5
Microbacterium_oxydans,0,1.106814381270903e-5,0.01365,3.696632476790649e-4,1.3664880164048895e-7,9,0.18816642274722975,735,606
Micrococcus_aloeverae,0,1.9230769230769231e-07,9.2e-4,1.8804902162924404e-5,3.5362133996198783e-10,1,0.02090738030524775,956,899.5
Micrococcus_luteus,0,1.9329013377926422e-5,0.08482,0.0017363469505844004,3.014874012091934e-6,3,0.06272214091574327,696,735.5
Rothia_aeria,0,5.441053511705686e-6,0.02313,4.7357599664628244e-4,2.2427220429489268e-7,4,0.083629521220991,777,695.5
Rothia_dentocariosa,0,4.2211120401337794e-4,0.27585,0.007297623597753231,5.325389346088201e-5,112,2.3416265941877485,475,325
Rothia_mucilaginosa,0,0.0036702466666033245,2.49339,0.05565380906418054,0.003097252559680378,761,15.910516412293541,301,155
Tropheryma_whipplei,0,5.6220735785953175e-5,0.22524,0.004618066147509099,2.1326336986213144e-5,8,0.167259042441982,613,619.5
Cellulosimicrobium_cellulans,0,9.71989966555184e-7,0.00465,9.504651636695488e-5,9.033763496370605e-9,1,0.02090738030524775,888,899.5
Acidipropionibacterium_acidipropionici,0,2.4508779264214046e-7,0.0011725,2.3966030202205287e-5,5.743657221716889e-10,1,0.02090738030524775,947,899.5
Cutibacterium_acnes,0,0.001258535823203413,0.45815,0.015872889988747734,2.5194002930171717e-4,131,2.7388668199874555,382,314.5
Cutibacterium_granulosum,0,4.2851170568561876e-7,0.00205,4.190222764564678e-5,1.7557817594402813e-9,1,0.02090738030524775,930,899.5
Propionibacterium_acidifaciens,0,1.4470944816053513e-4,0.10483,0.003142418952862664,9.87458353530143e-6,46,0.9617394940413967,554,427.5
Propionibacterium_freudenreichii,0,8.275229933110369e-4,1.00068,0.023524426124023067,5.533886381465358e-4,79,1.6516830441145725,419,364.5
Pseudopropionibacterium_propionicum,0,1.24435618729097e-5,0.01273,3.802686128944652e-4,1.4460186012885902e-7,15,0.3136107045787163,722,548.5
Prauserella_sp_Am3,0,6.061872909698996e-8,2.9e-4,5.927632203530519e-6,3.513652491824572e-11,1,0.02090738030524775,974,899.5
Streptomyces_albus,0,2.7382943143812706e-7,0.00131,2.677654547112062e-5,7.169772938430615e-10,1,0.02090738030524775,944,899.5
Nocardiopsis_alba,0,4.4732441471571905e-7,0.00214,4.37418376398459e-5,1.913332098877504e-9,1,0.02090738030524775,925,899.5
Nocardiopsis_sp_L17_MgMaSL7,0,4.0969899665551835e-7,0.00196,4.0062617651447644e-5,1.6049996923416497e-9,1,0.02090738030524775,933,899.5
Atopobium_deltae,0,3.226271350931677e-4,0.6492,0.013517533619101303,1.8272116326567792e-4,81,1.693497804725068,496,360
Atopobium_minutum,0,6.918337165551839e-4,0.76106,0.018199891800720167,3.31229729604242e-4,73,1.5262387622830857,432,373.5
Atopobium_parvulum,0,4.444816053511706e-5,0.0224,7.532382432833642e-4,5.673528725027107e-7,45,0.940832113736149,637,431
Atopobium_rimae,0,4.855769230769231e-5,0.07448,0.0016822980687921077,2.830082467169869e-6,40,0.8362952122099101,628,442.5
Atopobium_vaginae,0,3.9000261287625417e-4,0.35874,0.010196927943739232,1.0397539959968447e-4,37,0.7735730712941669,481,453.5
Olsenella_scatoligenes,0,0.020225130086399108,3.58483,0.14456027155331808,0.020896496539057015,1855,38.78319046623458,199,86
Olsenella_uli,0,1.5530518394648828e-4,0.40198,0.008517110949697072,7.254033631859661e-5,19,0.3972402257997073,550,525
Collinsella_aerofaciens,0,2.96470602441119,33.75626,4.088787641153361,16.714952174617803,4416,92.32699142797406,8,12
Collinsella_intestinalis,0,0.03604923563981308,10.75791,0.34246306598622944,0.11727577423177177,2623,54.84005854066486,163,64
Collinsella_massiliensis,0,3.826269857859532e-4,0.1488575,0.004178020200668901,1.7455165724905602e-5,218,4.55780890654401,483,261.5
Enorma_massiliensis,0,0.022556824250477784,4.74192,0.17302779176438987,0.029937029269423897,2358,49.2996027597742,191,72
Adlercreutzia_equolifaciens,0,0.07328278856967307,4.09486,0.18932019531271418,0.03583741956879473,3503,73.23855320928287,124,40
Asaccharobacter_celatus,0,0.11131390806521377,5.53912,0.27177910848282555,0.07385375368074996,3527,73.74033033660882,100,39
Denitrobacterium_detoxificans,0,4.817025501672241e-4,0.04296,0.0022382804608713346,5.0094907140606756e-6,523,10.934559899644574,467,187
Eggerthella_lenta,0,0.07745515644907629,11.52464,0.402712919504496,0.16216558583135518,2049,42.839222245452646,120,76
Enterorhabdus_caecimuris,0,0.005666819537346711,1.13954,0.030618642071477357,9.374329593576015e-4,2189,45.766255488187326,273,74
Gordonibacter_pamelaeae,0,0.07889305789319376,8.37067,0.27657462327311594,0.07648556036872703,3367,70.39514948776919,119,46
Slackia_exigua,0,7.457357859531773e-5,0.16911,0.003650126102501607,1.3323254917817623e-5,14,0.29270332427346857,596,556
Slackia_isoflavoniconvertens,0,0.13312414415649845,8.18126,0.403707976924494,0.1629611822779314,2458,51.39034079029897,93,69
Rubrobacter_radiotolerans,0,9.552675585284281e-7,0.00284,6.320030902291956e-5,3.994238499946901e-9,2,0.0418147606104955,890,787
Thermoleophilum_album,0,3.160413182831661e-5,0.02537,6.419617400898208e-4,4.1210524562721954e-7,48,1.0035542546518923,665,418
Bacteroides_caccae,0,0.8210752967982756,35.17208,1.776111241034503,3.1540996981993,3487,72.90403512439892,33,41
Bacteroides_caecimuris,0,1.809364548494983e-5,0.04355,9.408188848230566e-4,8.85129602462711e-7,8,0.167259042441982,699,619.5
Bacteroides_cellulosilyticus,0,0.3499060308143292,24.22885,1.2508448494966795,1.5644536116360988,2314,48.3796780263433,57,73
Bacteroides_clarus,0,0.10909424028010034,9.24171,0.4740627534052492,0.22471607288862588,1213,25.360652310265525,102,122
Bacteroides_coprocola,0,0.2232705809895929,23.12454,1.1785119486887627,1.38878892721766,764,15.973238553209281,72,153
Bacteroides_coprophilus,0,0.054427837061036786,6.12991,0.3676146650655336,0.1351326296432415,336,7.024879782563246,140,229.5
Bacteroides_dorei,0,2.1765511127844075,60.27181,4.8175431200498435,23.205316094011252,3342,69.87246498013799,12,47
Bacteroides_eggerthii,0,0.6117769899779707,40.58349,2.508790463429413,6.293459649606806,1551,32.42734685343927,40,97
Bacteroides_faecichinchillae,0,6.33425654960981e-4,0.3625,0.011210931020422121,1.2568175282463422e-4,120,2.5088856366297305,439,320
Bacteroides_faecis,0,0.170116120787953,11.18969,0.6696940434532628,0.44844806025230377,960,20.071085093037844,79,136
Bacteroides_faecis_CAG_32,0,0.05838204197071045,9.70484,0.40910399336886766,0.1673565087882783,499,10.432782772318628,136,194
Bacteroides_finegoldii,0,0.14511154081481506,16.66723,0.6286121882745027,0.39511885890768556,1452,30.35751620321974,89,103
Bacteroides_fluxus,0,0.004965297345317725,4.69661,0.12462812982835793,0.01553186786817473,34,0.7108509303784235,282,465
Bacteroides_fragilis,0,0.3556644029235118,49.83063,1.8320950891293855,3.3563200980170906,1950,40.76939159523312,56,81
Bacteroides_galacturonicus,0,0.024929037924798166,2.50339,0.12239254090923427,0.01497876745111757,1205,25.193393267823545,184,123
Bacteroides_heparinolyticus,0,4.375e-6,0.01977,4.044437678703509e-4,1.6357333221951133e-7,2,0.0418147606104955,791,787
Bacteroides_intestinalis,0,0.21410369392021023,31.21503,1.1971681430982637,1.4331113354012388,1287,26.90779845285386,74,117
Bacteroides_massiliensis,0,0.32982179447499965,13.28133,0.9221792636851456,0.8503095382661945,1981,41.4175203846958,58,79
Bacteroides_nordii,0,0.004191175408029818,0.79663,0.027242359433725133,7.421004926002071e-4,747,15.617813088020071,296,156
Bacteroides_oleiciplenus,0,4.972533444816054e-4,1.18851,0.026460017222420928,7.001243557028169e-4,18,0.3763328454944595,464,531.5
Bacteroides_ovatus,0,0.6782619058344457,50.61129,1.9693864442505509,3.8780152160352523,3955,82.68868910725486,38,28
Bacteroides_plebeius,0,1.1762685342196821,68.29095,5.136667419171223,26.38309251702327,1194,24.963412084465816,20,125
Bacteroides_pyogenes,0,1.105769230769231e-6,0.00529,1.0812818743681534e-4,1.1691605552493225e-8,1,0.02090738030524775,878.5,899.5
Bacteroides_salanitronis,0,1.3722617056856188e-4,0.19259,0.005170049034967821,2.6729029162091664e-5,8,0.167259042441982,563,619.5
Bacteroides_salyersiae,0,0.1457582631639194,12.04451,0.5799352643877389,0.33629356803541144,1292,27.012335354380095,88,115
Bacteroides_sartorii,0,5.198655239687848e-4,0.63013,0.016699271698930714,0.00027886120685319433,18,0.3763328454944595,458,531.5
Bacteroides_sp_43_108,0,0.006520424331103679,4.46062,0.13652815049601205,0.018639521643595162,51,1.0662763955676355,265,413
Bacteroides_sp_An322,0,1.922408026755853e-4,0.91968,0.018798361327389476,3.5337538529026715e-4,1,0.02090738030524775,535,899.5
Bacteroides_sp_CAG_144,0,0.1462497780448718,9.39342,0.508294578095926,0.2583364852398376,1180,24.670708760192348,87,126
Bacteroides_sp_CAG_443,0,0.09332836486204013,23.14987,0.9093855421868947,0.8269467509820353,198,4.139661300439055,111,268
Bacteroides_sp_CAG_462,0,0.017899432831661094,16.67361,0.4180028866048702,0.17472276732984776,61,1.275350198620113,205,392
Bacteroides_sp_CAG_530,0,0.02925385033444816,24.03485,0.563936664893416,0.3180167191325603,176,3.679698933723605,173,283.5
Bacteroides_sp_CAG_598,0,0.02729840753901895,31.54993,0.7117960492749958,0.5066437565907279,82,1.714405185030316,179,357.5
Bacteroides_sp_CAG_633,0,0.011975364757525083,17.47588,0.404277132656203,0.1634374048056017,54,1.1289985364833788,234,404.5
Bacteroides_sp_CAG_661,0,0.027921647470735788,24.66195,0.6808689797840137,0.4635733689082963,82,1.714405185030316,177,357.5
Bacteroides_sp_CAG_927,0,0.0319978731187291,11.5096,0.4630129523107779,0.2143745780214464,53,1.108091156178131,170,407
Bacteroides_sp_D2,0,0.0019406459030100335,1.37709,0.03913710305289084,0.0015316773749541276,131,2.7388668199874555,346,314.5
Bacteroides_sp_OM05_12,0,0.003990814520624303,2.48425,0.07039761950742707,0.004955696243156702,70,1.4635166213673425,297,377
Bacteroides_sp_OM08_11,0,0.007850919732441472,5.73914,0.15993101438053284,0.025577340741666548,110,2.299811833577253,253,329
Bacteroides_stercorirosoris,0,9.564339464882943e-4,2.32054,0.049304767988465566,0.002430930788384884,57,1.191720677399122,406,398.5
Bacteroides_stercoris,0,1.396254961132339,47.45112,3.992949549639123,15.941712945918932,2454,51.30671126907799,17,70
Bacteroides_thetaiotaomicron,0,0.5321865174524995,56.28959,1.6872327187400507,2.8464325437352413,3727,77.92180639765837,44,32
Bacteroides_uniformis,0,4.437529712403852,56.71893,5.86921385991389,34.44089541758851,4469,93.43508258415221,4,8
Bacteroides_vulgatus,0,4.7811590369190275,84.97335,7.320447509613743,53.57908397903941,4210,88.02007108509304,3,18
Bacteroides_xylanisolvens,0,0.3268493628460795,22.29128,1.0079978108175085,1.0159429081888793,3200,66.90361697679282,60,49
Mediterranea_sp_An20,0,1.090510033444816e-5,0.05217,0.0010663605933040937,1.1371152507141635e-6,1,0.02090738030524775,736,899.5
Bacteroidales_bacterium_KA00251,0,9.42171822742475e-5,0.37479,0.0076806018393937615,5.8991094691626744e-5,8,0.167259042441982,585,619.5
Barnesiella_intestinihominis,0,0.9026504896620937,16.45262,1.5406671606186093,2.3732435134435446,3636,76.01923478988083,27,36
Barnesiella_sp_An22,0,0.005636743311036789,10.71162,0.2419203430802133,0.058524666968685864,22,0.4599623667154506,274,504
Barnesiella_sp_An55,0,6.206291806020067e-4,2.96234,0.060550578925532964,0.003666341413372872,3,0.06272214091574327,444,735.5
Barnesiella_viscericola,0,3.1960702341137125e-5,0.07715,0.0016962927042745081,2.8773752253693326e-6,6,0.12544428183148654,663,648.5
Coprobacter_fastidiosus,0,0.08134042633958155,5.65406,0.2702959229299627,0.07305198755114568,1967,41.12481706042233,116,80
Coprobacter_secundus,0,0.019218569121966383,2.30052,0.07854250114761879,0.006168358952331563,1412,29.521220991009827,203,107
Coprobacter_sp,0,0.0020098392906911927,2.33105,0.06006591833117658,0.003607853039300784,22,0.4599623667154506,344,504
Muribaculaceae_bacterium_DSM_103720,0,3.497282608695653e-5,0.14646,0.0030087025148184065,9.052208905568526e-6,2,0.0418147606104955,653,787
Muribaculum_intestinale,0,3.1977633779264213e-4,0.73783,0.016532678745734036,2.733262282896985e-4,12,0.2508885636629731,497,576
Butyricimonas_synergistica,0,0.03272978005756089,2.78457,0.10249862198877091,0.010504772529083096,1927,40.28852184821242,169,84
Butyricimonas_virosa,0,0.060462611552222864,3.69605,0.15763777495269826,0.024846417850738833,2587,54.08739284967593,129,65
Odoribacter_laneus,0,0.00463275729071653,2.90908,0.08509856218594551,0.007241584415459146,126,2.6343299184612166,289,318
Odoribacter_splanchnicus,0,0.4243250465843382,4.94943,0.5181135031296442,0.26838731387078685,3968,82.96048505122307,48,27
Porphyromonas_asaccharolytica,0,5.993592679964962e-4,0.37735,0.009945111234457312,9.890251174840474e-5,153,3.1988291867029064,446,296
Porphyromonas_canoris,0,6.77257525083612e-7,0.00324,6.622595979116856e-5,4.385840475407565e-9,1,0.02090738030524775,904,899.5
Porphyromonas_endodontalis,0,5.538775083612041e-5,0.19892,0.004097959468108416,1.6793107061000493e-5,8,0.167259042441982,616,619.5
Porphyromonas_gingivalis,0,4.5443143812709025e-6,0.00958,2.188964439165772e-4,4.791506144331683e-8,5,0.10453690152623876,790,667.5
Porphyromonas_sp_HMSC065F10,0,1.7291095317725752e-4,0.18595,0.004435037242958448,1.9669171531532573e-5,65,1.3589797198411038,542,386
Porphyromonas_uenonis,0,2.577421563943303e-4,0.41456,0.009121368982327462,8.319808112583021e-5,67,1.4007944804515993,520,382.5
Sanguibacteroides_justesenii,0,0.0020661922031772577,0.3572,0.015550935265975013,2.4181862764612356e-4,250,5.226845076311938,341,250
Alloprevotella_tannerae,0,2.12876254180602e-5,0.08434,0.0017347570673552292,3.009354069782102e-6,4,0.083629521220991,692,695.5
Paraprevotella_clara,0,0.015154383744425863,2.55415,0.09023253377311974,0.008141369883742228,844,17.6458289776291,215,144
Paraprevotella_xylaniphila,0,0.16123607391625933,14.68891,0.557623938639557,0.3109118095016433,1802,37.675099310056446,82,88
